Dia;Mes;Año;Temperatura media;Humedad media;Rocío medio;Presión media;Velocidad media;Racha media;Dirección media;Precipitación mensual;Precipitación anual;Intensidad máxima por minuto;Temperatura máxima;Temperatura mínima;Humedad máxima;Humedad mínima;Presión máxima;Presión mínima;Velocidad media máxima;Racha máxima
7;Noviembre;2019;9.4°C;73%;4.5°C;1011.2 hPa;6.6 km/h;12.7 km/h;277° (O);49.4 mm;181.4 mm;0.2 mm el 07 a las 20:57;12.3°C el 07 a las 14:35;4.7°C el 07 a las 22:58;93% el 07 a las 07:44;45% el 07 a las 16:15;1012.8 hPa el 07 a las 20:55;1009.4 hPa el 07 a las 08:01;24.1 km/h el 07 a las 12:03;42.6 km/h  del 254°(OSO) el 07 a las 20:38
8;Noviembre;2019;7.5°C;64%;1.0°C;1015.9 hPa;6.1 km/h;11.9 km/h;282° (ONO);49.6 mm;181.6 mm;0.2 mm el 08 a las 04:35;11.6°C el 08 a las 14:25;4.4°C el 08 a las 06:19;78% el 08 a las 00:09;46% el 08 a las 14:42;1021.3 hPa el 08 a las 23:55;1011.3 hPa el 08 a las 02:44;24.1 km/h el 08 a las 12:07;40.7 km/h  del 286°(ONO) el 08 a las 12:14
9;Noviembre;2019;7.5°C;76%;3.3°C;1019.4 hPa;2.1 km/h;5.7 km/h;257° (OSO);51.2 mm;183.2 mm;0.2 mm el 09 a las 17:25;11.8°C el 09 a las 13:11;5.4°C el 09 a las 08:43;94% el 09 a las 22:17;57% el 09 a las 14:07;1021.7 hPa el 09 a las 09:57;1016.0 hPa el 09 a las 22:04;20.4 km/h el 08 a las 00:54;31.5 km/h  del 281°(O) el 09 a las 00:54
10;Noviembre;2019;7.2°C;71%;2.1°C;1017.1 hPa;9.1 km/h;15.0 km/h;294° (ONO);51.4 mm;183.4 mm;0.2 mm el 10 a las 16:32;9.9°C el 10 a las 12:56;4.0°C el 10 a las 23:59;85% el 10 a las 21:59;58% el 10 a las 12:12;1019.1 hPa el 10 a las 23:36;1015.9 hPa el 10 a las 16:26;25.9 km/h el 10 a las 03:42;38.9 km/h  del 296°(ONO) el 10 a las 12:53
11;Noviembre;2019;8.1°C;79%;4.7°C;1017.1 hPa;1.4 km/h;3.4 km/h;250° (OSO);51.4 mm;183.4 mm;0.0 mm el 11 a las 23:58;12.2°C el 11 a las 16:21;3.6°C el 11 a las 00:23;87% el 11 a las 22:56;70% el 11 a las 13:08;1019.4 hPa el 11 a las 01:07;1014.8 hPa el 11 a las 15:15;13.0 km/h el 11 a las 13:07;22.2 km/h  del 130°(SE) el 11 a las 15:13
12;Noviembre;2019;7.7°C;76%;3.4°C;1015.0 hPa;2.2 km/h;4.6 km/h;267° (O);53.4 mm;185.4 mm;0.2 mm el 12 a las 23:25;11.8°C el 12 a las 17:32;2.8°C el 12 a las 08:32;91% el 12 a las 23:59;53% el 12 a las 13:43;1018.2 hPa el 12 a las 00:27;1009.1 hPa el 12 a las 23:58;18.5 km/h el 12 a las 15:29;33.3 km/h  del 302°(ONO) el 12 a las 15:13
13;Noviembre;2019;11.7°C;77%;7.7°C;1008.5 hPa;2.4 km/h;6.0 km/h;255° (OSO);58.6 mm;190.6 mm;5.2 mm el 13 a las 13:00;16.2°C el 13 a las 14:03;0.0°C el 13 a las 13:34;95% el 13 a las 09:32;0% el 13 a las 13:34;1011.4 hPa el 13 a las 18:51;808.4 hPa el 13 a las 13:00;14.8 km/h el 13 a las 15:42;25.9 km/h  del 284°(ONO) el 13 a las 09:59
14;Noviembre;2019;7.2°C;74%;2.6°C;1002.2 hPa;7.9 km/h;14.8 km/h;275° (O);61.6 mm;193.6 mm;0.2 mm el 14 a las 17:35;9.5°C el 14 a las 15:16;5.0°C el 14 a las 17:25;91% el 14 a las 07:27;50% el 14 a las 15:05;1007.9 hPa el 14 a las 00:17;998.5 hPa el 14 a las 18:01;27.8 km/h el 14 a las 08:27;44.4 km/h  del 274°(O) el 14 a las 19:55
15;Noviembre;2019;5.9°C;69%;0.6°C;1004.5 hPa;7.9 km/h;14.0 km/h;283° (ONO);61.6 mm;193.6 mm;0.0 mm el 15 a las 23:57;8.3°C el 15 a las 14:21;3.9°C el 15 a las 07:34;79% el 15 a las 02:35;56% el 15 a las 16:17;1008.3 hPa el 15 a las 23:51;1001.9 hPa el 15 a las 04:12;27.8 km/h el 15 a las 11:48;40.7 km/h  del 284°(ONO) el 15 a las 12:01
16;Noviembre;2019;5.4°C;68%;-0.3°C;1013.7 hPa;3.5 km/h;6.7 km/h;293° (ONO);61.6 mm;193.6 mm;0.0 mm el 16 a las 23:59;9.9°C el 16 a las 13:21;0.9°C el 16 a las 08:55;86% el 16 a las 09:04;48% el 16 a las 15:04;1017.4 hPa el 16 a las 22:27;1008.2 hPa el 16 a las 00:48;18.5 km/h el 16 a las 01:00;27.8 km/h  del 296°(ONO) el 16 a las 17:08
17;Noviembre;2019;5.5°C;81%;2.4°C;1013.5 hPa;1.9 km/h;5.0 km/h;219° (SO);67.8 mm;199.8 mm;0.2 mm el 17 a las 22:37;7.6°C el 17 a las 15:47;2.6°C el 17 a las 08:17;93% el 17 a las 20:56;66% el 17 a las 04:20;1016.8 hPa el 17 a las 00:35;1009.6 hPa el 17 a las 22:44;14.8 km/h el 17 a las 23:33;29.6 km/h  del 187°(S) el 17 a las 15:24
18;Noviembre;2019;6.6°C;73%;1.9°C;1014.5 hPa;2.4 km/h;4.4 km/h;278° (O);67.8 mm;199.8 mm;0.0 mm el 18 a las 23:59;11.8°C el 18 a las 15:16;1.7°C el 18 a las 08:04;91% el 18 a las 09:27;51% el 18 a las 15:36;1018.5 hPa el 18 a las 23:30;1010.5 hPa el 18 a las 00:43;22.2 km/h el 17 a las 00:59;31.5 km/h  del 279°(O) el 18 a las 00:13
19;Noviembre;2019;4.5°C;80%;1.1°C;1017.3 hPa;0.3 km/h;0.8 km/h;146° (SE);67.8 mm;199.8 mm;0.0 mm el 19 a las 23:59;10.1°C el 19 a las 15:06;-0.9°C el 19 a las 07:16;93% el 19 a las 09:15;61% el 19 a las 15:08;1019.4 hPa el 19 a las 10:20;1015.3 hPa el 19 a las 23:59;13.0 km/h el 19 a las 14:10;18.5 km/h  del 165°(SSE) el 19 a las 14:19
20;Noviembre;2019;4.5°C;88%;2.6°C;1011.6 hPa;0.1 km/h;0.4 km/h;190° (S);72.6 mm;204.6 mm;0.2 mm el 20 a las 21:36;8.2°C el 20 a las 14:52;1.1°C el 20 a las 07:27;98% el 20 a las 22:21;71% el 20 a las 14:20;1015.3 hPa el 20 a las 00:01;1009.3 hPa el 20 a las 15:32;5.6 km/h el 20 a las 15:49;11.1 km/h  del 252°(OSO) el 20 a las 16:35
21;Noviembre;2019;6.4°C;93%;5.4°C;1008.7 hPa;0.2 km/h;0.5 km/h;212° (SSO);73.6 mm;205.6 mm;0.2 mm el 21 a las 11:35;8.7°C el 21 a las 15:33;4.4°C el 21 a las 06:03;95% el 21 a las 14:12;91% el 21 a las 21:16;1010.1 hPa el 21 a las 00:16;1007.4 hPa el 21 a las 17:24;11.1 km/h el 21 a las 14:55;18.5 km/h  del 164°(SSE) el 21 a las 14:54
22;Noviembre;2019;8.6°C;94%;7.8°C;998.4 hPa;2.2 km/h;5.9 km/h;158° (SSE);80.8 mm;212.8 mm;0.4 mm el 22 a las 18:27;11.3°C el 22 a las 16:17;6.2°C el 22 a las 00:06;95% el 22 a las 20:01;93% el 22 a las 22:22;1007.8 hPa el 22 a las 00:06;990.8 hPa el 22 a las 17:11;14.8 km/h el 22 a las 13:05;31.5 km/h  del 150°(SSE) el 22 a las 13:06
23;Noviembre;2019;8.5°C;71%;3.3°C;1001.8 hPa;6.3 km/h;12.4 km/h;270° (O);81.2 mm;213.2 mm;0.2 mm el 23 a las 04:54;11.4°C el 23 a las 14:23;6.7°C el 23 a las 08:45;94% el 23 a las 02:03;54% el 23 a las 16:55;1011.3 hPa el 23 a las 23:57;992.8 hPa el 23 a las 02:39;24.1 km/h el 23 a las 12:40;40.7 km/h  del 261°(O) el 23 a las 04:19
24;Noviembre;2019;8.5°C;72%;3.6°C;1014.1 hPa;2.9 km/h;6.7 km/h;261° (O);81.2 mm;213.2 mm;0.0 mm el 24 a las 23:59;12.2°C el 24 a las 15:17;6.0°C el 24 a las 09:11;91% el 24 a las 23:59;57% el 24 a las 15:31;1016.3 hPa el 24 a las 11:23;1011.2 hPa el 24 a las 00:00;14.8 km/h el 24 a las 10:13;25.9 km/h  del 159°(SSE) el 24 a las 15:57
25;Noviembre;2019;11.1°C;89%;9.3°C;1014.3 hPa;1.0 km/h;3.8 km/h;174° (S);81.2 mm;213.2 mm;0.0 mm el 25 a las 23:58;16.1°C el 25 a las 15:00;8.8°C el 25 a las 01:44;95% el 25 a las 11:25;73% el 25 a las 15:12;1015.6 hPa el 25 a las 23:25;1013.2 hPa el 25 a las 06:14;11.1 km/h el 25 a las 14:34;22.2 km/h  del 157°(SSE) el 25 a las 14:30
26;Noviembre;2019;11.3°C;93%;10.3°C;1012.1 hPa;2.6 km/h;6.7 km/h;165° (SSE);83.6 mm;215.6 mm;0.2 mm el 26 a las 21:04;13.6°C el 26 a las 16:34;9.5°C el 26 a las 01:30;95% el 26 a las 13:14;87% el 26 a las 17:08;1015.8 hPa el 26 a las 00:43;1008.3 hPa el 26 a las 20:09;22.2 km/h el 26 a las 20:48;35.2 km/h  del 152°(SSE) el 26 a las 23:15
27;Noviembre;2019;10.6°C;88%;8.7°C;1011.1 hPa;1.5 km/h;5.3 km/h;198° (SSO);83.8 mm;215.8 mm;0.2 mm el 27 a las 04:24;13.0°C el 27 a las 15:20;8.6°C el 27 a las 08:37;95% el 27 a las 10:20;71% el 27 a las 15:25;1014.5 hPa el 27 a las 23:15;1008.1 hPa el 27 a las 02:28;14.8 km/h el 27 a las 14:15;29.6 km/h  del 154°(SSE) el 27 a las 13:47
30;Noviembre;2019;7.8°C;91%;6.3°C;1014.3 hPa;3.5 km/h;6.3 km/h;293° (ONO);90.4 mm;222.4 mm;0.2 mm el 30 a las 23:06;10.7°C el 30 a las 20:02;7.4°C el 30 a las 22:41;94% el 30 a las 23:57;86% el 30 a las 21:21;1017.0 hPa el 30 a las 20:02;1013.7 hPa el 30 a las 23:30;22.2 km/h el 30 a las 21:09;31.5 km/h  del 281°(O) el 30 a las 21:13
1;Diciembre;2019;6.7°C;95%;6.0°C;1011.7 hPa;0.3 km/h;1.1 km/h;314° (NO);45.6 mm;268.0 mm;0.4 mm el 01 a las 19:27;7.9°C el 01 a las 18:34;5.6°C el 01 a las 09:30;96% el 01 a las 00:00;93% el 01 a las 01:04;1013.8 hPa el 01 a las 00:40;1010.1 hPa el 01 a las 17:33;7.4 km/h el 01 a las 21:39;16.7 km/h  del 348°(NNO) el 01 a las 21:38
2;Diciembre;2019;7.6°C;78%;3.8°C;1015.5 hPa;3.4 km/h;9.2 km/h;16° (NNE);45.8 mm;268.2 mm;0.2 mm el 02 a las 01:15;10.7°C el 02 a las 16:09;5.4°C el 02 a las 23:59;96% el 02 a las 00:45;63% el 02 a las 16:35;1018.3 hPa el 02 a las 23:04;1012.2 hPa el 02 a las 00:15;14.8 km/h el 02 a las 13:27;33.3 km/h  del 016°(NNE) el 02 a las 13:25
3;Diciembre;2019;6.1°C;73%;1.5°C;1015.9 hPa;1.4 km/h;4.6 km/h;10° (N);46.4 mm;268.8 mm;0.2 mm el 03 a las 18:56;9.6°C el 03 a las 15:39;2.9°C el 03 a las 09:34;83% el 03 a las 19:47;59% el 03 a las 14:43;1018.2 hPa el 03 a las 00:44;1013.8 hPa el 03 a las 17:05;11.1 km/h el 03 a las 06:05;18.5 km/h  del 360°(N) el 03 a las 23:59
4;Diciembre;2019;7.6°C;85%;5.2°C;1010.9 hPa;0.8 km/h;2.9 km/h;22° (NNE);50.0 mm;272.4 mm;0.2 mm el 04 a las 18:01;11.4°C el 04 a las 16:03;5.4°C el 04 a las 03:37;93% el 04 a las 10:26;73% el 04 a las 15:58;1015.0 hPa el 04 a las 00:03;1007.9 hPa el 04 a las 14:37;11.1 km/h el 04 a las 15:43;24.1 km/h  del 360°(N) el 04 a las 15:43
5;Diciembre;2019;8.0°C;81%;4.9°C;1015.9 hPa;1.5 km/h;4.4 km/h;20° (NNE);50.0 mm;272.4 mm;0.0 mm el 05 a las 23:58;10.9°C el 05 a las 21:01;5.8°C el 05 a las 00:13;91% el 05 a las 00:42;70% el 05 a las 21:02;1022.1 hPa el 05 a las 23:31;1011.8 hPa el 05 a las 00:15;9.3 km/h el 05 a las 11:27;25.9 km/h  del 355°(N) el 05 a las 11:26
6;Diciembre;2019;8.4°C;80%;5.1°C;1022.4 hPa;0.1 km/h;0.4 km/h;8° (N);50.0 mm;272.4 mm;0.0 mm el 06 a las 23:59;13.6°C el 06 a las 15:30;5.1°C el 06 a las 22:58;92% el 06 a las 23:59;61% el 06 a las 15:50;1024.4 hPa el 06 a las 23:49;1021.2 hPa el 06 a las 05:04;5.6 km/h el 06 a las 10:42;11.1 km/h  del 360°(N) el 06 a las 10:42
7;Diciembre;2019;6.7°C;87%;4.5°C;1024.6 hPa;0.1 km/h;0.3 km/h;49° (NE);50.0 mm;272.4 mm;0.0 mm el 07 a las 23:59;13.4°C el 07 a las 15:27;1.8°C el 07 a las 08:04;98% el 07 a las 10:24;68% el 07 a las 15:33;1026.4 hPa el 07 a las 23:54;1023.4 hPa el 07 a las 15:40;5.6 km/h el 07 a las 15:27;9.3 km/h  del 100°(E) el 07 a las 16:08
8;Diciembre;2019;5.2°C;94%;4.3°C;1026.2 hPa;0.0 km/h;0.1 km/h;101° (E);53.8 mm;276.2 mm;0.2 mm el 08 a las 17:11;6.7°C el 08 a las 23:59;2.0°C el 08 a las 04:53;99% el 08 a las 11:09;92% el 08 a las 04:08;1028.0 hPa el 08 a las 23:34;1025.2 hPa el 08 a las 06:29;3.7 km/h el 08 a las 11:40;7.4 km/h  del 101°(E) el 08 a las 11:39
9;Diciembre;2019;6.7°C;92%;5.5°C;1029.4 hPa;0.2 km/h;0.6 km/h;149° (SSE);54.0 mm;276.4 mm;0.2 mm el 09 a las 07:57;11.9°C el 09 a las 15:34;3.7°C el 09 a las 23:58;98% el 09 a las 06:10;77% el 09 a las 15:40;1031.5 hPa el 09 a las 23:55;1027.3 hPa el 09 a las 01:05;9.3 km/h el 09 a las 14:40;16.7 km/h  del 172°(S) el 09 a las 14:39
10;Diciembre;2019;4.6°C;93%;3.6°C;1029.3 hPa;0.0 km/h;0.2 km/h;205° (SSO);54.2 mm;276.6 mm;0.2 mm el 10 a las 04:48;8.3°C el 10 a las 15:27;2.9°C el 10 a las 23:59;96% el 10 a las 14:25;84% el 10 a las 16:54;1031.9 hPa el 10 a las 00:31;1026.6 hPa el 10 a las 23:36;3.7 km/h el 10 a las 17:33;9.3 km/h  del 206°(SSO) el 10 a las 17:32
11;Diciembre;2019;5.6°C;83%;2.7°C;1024.7 hPa;5.1 km/h;8.4 km/h;273° (O);54.8 mm;277.2 mm;0.2 mm el 11 a las 10:55;10.3°C el 11 a las 14:33;2.8°C el 11 a las 00:17;96% el 11 a las 13:19;58% el 11 a las 15:57;1026.8 hPa el 11 a las 20:33;1022.1 hPa el 11 a las 15:54;33.3 km/h el 11 a las 14:04;50.0 km/h  del 315°(NO) el 11 a las 15:33
12;Diciembre;2019;6.3°C;85%;4.1°C;1019.4 hPa;3.6 km/h;8.7 km/h;204° (SSO);55.8 mm;278.2 mm;0.2 mm el 12 a las 18:50;10.1°C el 12 a las 23:59;0.0°C el 12 a las 15:45;94% el 12 a las 20:03;0% el 12 a las 15:45;1025.6 hPa el 12 a las 00:23;829.9 hPa el 12 a las 15:00;25.9 km/h el 12 a las 20:44;42.6 km/h  del 154°(SSE) el 12 a las 20:44
13;Diciembre;2019;12.5°C;75%;8.0°C;1014.7 hPa;8.4 km/h;16.8 km/h;245° (OSO);55.8 mm;278.2 mm;0.0 mm el 13 a las 23:59;15.3°C el 13 a las 14:42;10.1°C el 13 a las 00:07;91% el 13 a las 00:11;63% el 13 a las 18:16;1017.3 hPa el 13 a las 23:36;1012.6 hPa el 13 a las 02:52;25.9 km/h el 13 a las 03:25;44.4 km/h  del 294°(ONO) el 13 a las 15:42
14;Diciembre;2019;8.8°C;86%;6.4°C;1017.9 hPa;0.8 km/h;2.7 km/h;169° (S);56.0 mm;278.4 mm;0.2 mm el 14 a las 09:11;12.9°C el 14 a las 13:20;6.3°C el 14 a las 09:11;95% el 14 a las 09:57;69% el 14 a las 14:00;1019.4 hPa el 14 a las 11:34;1017.0 hPa el 14 a las 06:16;14.8 km/h el 14 a las 13:59;25.9 km/h  del 159°(SSE) el 14 a las 15:25
15;Diciembre;2019;8.7°C;87%;6.6°C;1014.5 hPa;1.1 km/h;3.0 km/h;164° (SSE);56.4 mm;278.8 mm;0.2 mm el 15 a las 04:46;11.3°C el 15 a las 16:01;6.3°C el 15 a las 06:09;96% el 15 a las 10:39;75% el 15 a las 15:33;1017.8 hPa el 15 a las 01:00;1010.4 hPa el 15 a las 23:59;14.8 km/h el 15 a las 13:57;22.2 km/h  del 169°(S) el 15 a las 13:56
16;Diciembre;2019;9.7°C;72%;4.7°C;1003.1 hPa;4.8 km/h;9.5 km/h;130° (SE);56.4 mm;278.8 mm;0.0 mm el 16 a las 23:59;14.3°C el 16 a las 16:21;6.6°C el 16 a las 08:22;87% el 16 a las 07:02;49% el 16 a las 16:24;1010.4 hPa el 16 a las 00:00;998.3 hPa el 16 a las 18:24;14.8 km/h el 16 a las 15:51;25.9 km/h  del 119°(ESE) el 16 a las 14:32
17;Diciembre;2019;8.9°C;84%;6.3°C;1004.6 hPa;0.9 km/h;2.4 km/h;143° (SE);57.4 mm;279.8 mm;0.2 mm el 17 a las 07:08;11.8°C el 17 a las 14:45;7.1°C el 17 a las 23:59;92% el 17 a las 23:57;72% el 17 a las 15:03;1014.1 hPa el 17 a las 23:59;998.2 hPa el 17 a las 01:21;9.3 km/h el 17 a las 07:06;18.5 km/h  del 130°(SE) el 17 a las 07:05
18;Diciembre;2019;6.0°C;87%;3.9°C;1017.8 hPa;0.1 km/h;0.3 km/h;168° (SSE);57.4 mm;279.8 mm;0.0 mm el 18 a las 23:59;8.3°C el 18 a las 16:17;3.0°C el 18 a las 09:09;93% el 18 a las 23:59;78% el 18 a las 14:46;1020.5 hPa el 18 a las 12:03;1014.1 hPa el 18 a las 00:00;5.6 km/h el 18 a las 12:52;9.3 km/h  del 175°(S) el 18 a las 21:05
19;Diciembre;2019;10.0°C;93%;9.0°C;1009.4 hPa;5.2 km/h;11.8 km/h;158° (SSE);94.4 mm;316.8 mm;0.6 mm el 19 a las 23:25;12.6°C el 19 a las 13:51;6.8°C el 19 a las 02:29;95% el 19 a las 05:55;87% el 19 a las 13:45;1017.7 hPa el 19 a las 00:18;998.8 hPa el 19 a las 23:07;27.8 km/h el 19 a las 23:19;50.0 km/h  del 169°(S) el 19 a las 23:57
20;Diciembre;2019;11.7°C;92%;10.3°C;998.5 hPa;5.5 km/h;13.0 km/h;182° (S);100.0 mm;322.4 mm;0.6 mm el 20 a las 00:07;13.2°C el 20 a las 12:22;10.6°C el 20 a las 17:19;96% el 20 a las 23:35;76% el 20 a las 12:10;1002.1 hPa el 20 a las 11:02;995.8 hPa el 20 a las 03:11;31.5 km/h el 20 a las 02:04;59.2 km/h  del 197°(SSO) el 20 a las 02:06
21;Diciembre;2019;12.8°C;88%;10.8°C;1002.9 hPa;5.1 km/h;11.8 km/h;224° (SO);100.0 mm;322.4 mm;0.0 mm el 21 a las 23:58;15.6°C el 21 a las 14:02;10.6°C el 21 a las 23:58;97% el 21 a las 08:59;69% el 21 a las 18:44;1008.7 hPa el 21 a las 23:57;1000.6 hPa el 21 a las 16:18;18.5 km/h el 21 a las 17:32;42.6 km/h  del 229°(SO) el 21 a las 14:50
22;Diciembre;2019;10.8°C;82%;7.9°C;1015.2 hPa;6.6 km/h;13.2 km/h;251° (OSO);100.0 mm;322.4 mm;0.0 mm el 22 a las 23:59;12.4°C el 22 a las 14:45;8.8°C el 22 a las 08:06;92% el 22 a las 08:34;62% el 22 a las 21:22;1022.9 hPa el 22 a las 23:59;1008.4 hPa el 22 a las 00:00;29.6 km/h el 22 a las 20:51;48.1 km/h  del 295°(ONO) el 22 a las 21:02
23;Diciembre;2019;8.7°C;78%;5.0°C;1026.8 hPa;0.4 km/h;1.2 km/h;217° (SO);100.0 mm;322.4 mm;0.0 mm el 23 a las 23:59;13.0°C el 23 a las 14:08;4.9°C el 23 a las 08:57;91% el 23 a las 09:35;63% el 23 a las 13:58;1029.1 hPa el 23 a las 23:59;1022.9 hPa el 23 a las 00:01;9.3 km/h el 23 a las 12:17;18.5 km/h  del 275°(O) el 23 a las 00:19
24;Diciembre;2019;7.5°C;86%;5.2°C;1029.2 hPa;0.0 km/h;0.0 km/h;169° (S);100.0 mm;322.4 mm;0.0 mm el 24 a las 23:59;13.8°C el 24 a las 14:47;3.2°C el 24 a las 06:31;99% el 24 a las 10:07;67% el 24 a las 16:10;1031.3 hPa el 24 a las 11:19;1028.1 hPa el 24 a las 18:25;1.9 km/h el 24 a las 12:20;7.4 km/h  del 169°(S) el 24 a las 12:19
25;Diciembre;2019;8.7°C;87%;6.5°C;1026.5 hPa;0.1 km/h;0.3 km/h;169° (S);100.2 mm;322.6 mm;0.2 mm el 25 a las 02:43;17.2°C el 25 a las 15:24;3.6°C el 25 a las 09:03;98% el 25 a las 10:51;62% el 25 a las 15:29;1028.8 hPa el 25 a las 00:15;1024.5 hPa el 25 a las 15:34;9.3 km/h el 25 a las 15:28;14.8 km/h  del 169°(S) el 25 a las 15:27
26;Diciembre;2019;8.4°C;86%;6.1°C;1027.8 hPa;0.0 km/h;0.1 km/h;233° (SO);100.4 mm;322.8 mm;0.2 mm el 26 a las 05:34;15.2°C el 26 a las 15:44;4.1°C el 26 a las 08:56;99% el 26 a las 09:49;65% el 26 a las 17:20;1029.8 hPa el 26 a las 23:58;1026.2 hPa el 26 a las 06:27;1.9 km/h el 26 a las 16:45;9.3 km/h  del 242°(OSO) el 26 a las 04:22
27;Diciembre;2019;6.5°C;73%;1.6°C;1030.0 hPa;0.0 km/h;0.1 km/h;256° (OSO);100.6 mm;323.0 mm;0.2 mm el 27 a las 01:19;14.2°C el 27 a las 15:29;0.7°C el 27 a las 09:12;92% el 27 a las 08:04;39% el 27 a las 17:06;1031.3 hPa el 27 a las 11:38;1029.0 hPa el 27 a las 17:13;1.9 km/h el 27 a las 15:37;9.3 km/h  del 269°(O) el 27 a las 15:23
28;Diciembre;2019;6.7°C;63%;-0.7°C;1030.2 hPa;0.0 km/h;0.2 km/h;244° (OSO);100.6 mm;323.0 mm;0.0 mm el 28 a las 23:59;17.3°C el 28 a las 14:42;-0.2°C el 28 a las 07:24;85% el 28 a las 04:02;25% el 28 a las 14:18;1031.6 hPa el 28 a las 10:41;1028.7 hPa el 28 a las 15:38;3.7 km/h el 28 a las 15:28;9.3 km/h  del 210°(SSO) el 28 a las 15:28
29;Diciembre;2019;5.9°C;69%;0.2°C;1031.1 hPa;0.0 km/h;0.1 km/h;210° (SSO);100.6 mm;323.0 mm;0.0 mm el 29 a las 23:59;15.2°C el 29 a las 15:28;-0.1°C el 29 a las 08:59;86% el 29 a las 04:45;40% el 29 a las 15:26;1032.8 hPa el 29 a las 11:30;1029.8 hPa el 29 a las 17:49;1.9 km/h el 29 a las 15:26;7.4 km/h  del 210°(SSO) el 29 a las 15:26
30;Diciembre;2019;5.1°C;79%;1.6°C;1032.1 hPa;0.0 km/h;0.2 km/h;210° (SSO);100.6 mm;323.0 mm;0.0 mm el 30 a las 23:59;12.6°C el 30 a las 15:47;-0.4°C el 30 a las 06:56;94% el 30 a las 10:08;59% el 30 a las 16:35;1033.8 hPa el 30 a las 11:28;1031.1 hPa el 30 a las 00:26;3.7 km/h el 30 a las 16:51;7.4 km/h  del 210°(SSO) el 30 a las 15:48
31;Diciembre;2019;5.3°C;84%;2.6°C;1032.4 hPa;0.0 km/h;0.1 km/h;210° (SSO);100.8 mm;323.2 mm;0.2 mm el 31 a las 07:53;14.0°C el 31 a las 15:34;0.1°C el 31 a las 08:14;95% el 31 a las 10:46;59% el 31 a las 15:31;1034.0 hPa el 31 a las 11:41;1031.0 hPa el 31 a las 15:54;3.7 km/h el 31 a las 15:44;7.4 km/h  del 209°(SSO) el 31 a las 16:54
1;Enero;2020;5.1°C;84%;2.4°C;1032.5 hPa;0.0 km/h;0.2 km/h;207° (SSO);0.2 mm;0.2 mm;0.2 mm el 01 a las 10:11;13.7°C el 01 a las 15:38;-0.3°C el 01 a las 09:23;98% el 01 a las 05:07;58% el 01 a las 15:15;1034.3 hPa el 01 a las 11:25;1030.7 hPa el 01 a las 16:27;3.7 km/h el 01 a las 16:19;9.3 km/h  del 205°(SSO) el 01 a las 16:18
2;Enero;2020;4.6°C;84%;2.0°C;1031.6 hPa;0.0 km/h;0.1 km/h;204° (SSO);0.2 mm;0.2 mm;0.0 mm el 02 a las 23:59;12.2°C el 02 a las 15:25;-0.7°C el 02 a las 09:03;97% el 02 a las 07:49;59% el 02 a las 15:27;1033.3 hPa el 02 a las 11:35;1030.3 hPa el 02 a las 16:16;3.7 km/h el 02 a las 14:21;7.4 km/h  del 204°(SSO) el 02 a las 14:21
3;Enero;2020;2.6°C;92%;1.5°C;1033.5 hPa;0.0 km/h;0.1 km/h;204° (SSO);0.4 mm;0.4 mm;0.2 mm el 03 a las 08:21;5.9°C el 03 a las 17:12;-0.4°C el 03 a las 23:41;100% el 03 a las 22:02;87% el 03 a las 17:20;1035.9 hPa el 03 a las 23:59;1031.9 hPa el 03 a las 04:30;1.9 km/h el 03 a las 16:02;7.4 km/h  del 204°(SSO) el 03 a las 15:53
4;Enero;2020;3.9°C;84%;1.3°C;1034.8 hPa;0.5 km/h;1.5 km/h;91° (E);0.8 mm;0.8 mm;0.2 mm el 04 a las 14:54;10.9°C el 04 a las 15:44;-0.8°C el 04 a las 01:40;96% el 04 a las 11:23;59% el 04 a las 15:44;1036.7 hPa el 04 a las 11:47;1032.7 hPa el 04 a las 16:38;9.3 km/h el 04 a las 14:26;18.5 km/h  del 059°(ENE) el 04 a las 16:06
5;Enero;2020;4.6°C;77%;0.5°C;1030.7 hPa;0.0 km/h;0.0 km/h;38° (NE);1.0 mm;1.0 mm;0.2 mm el 05 a las 10:36;13.0°C el 05 a las 15:55;-1.3°C el 05 a las 08:43;94% el 05 a las 10:28;44% el 05 a las 15:18;1033.7 hPa el 05 a las 00:07;1028.0 hPa el 05 a las 16:49;1.9 km/h el 05 a las 15:03;5.6 km/h  del 034°(NE) el 05 a las 15:02
6;Enero;2020;5.1°C;78%;1.2°C;1029.9 hPa;0.1 km/h;0.3 km/h;53° (NE);1.0 mm;1.0 mm;0.0 mm el 06 a las 23:59;13.7°C el 06 a las 15:11;-0.8°C el 06 a las 09:02;91% el 06 a las 05:22;48% el 06 a las 14:50;1031.8 hPa el 06 a las 23:59;1028.6 hPa el 06 a las 15:13;5.6 km/h el 06 a las 16:42;9.3 km/h  del 076°(ENE) el 06 a las 15:50
7;Enero;2020;5.5°C;76%;1.2°C;1031.9 hPa;0.0 km/h;0.2 km/h;86° (E);1.2 mm;1.2 mm;0.2 mm el 07 a las 09:00;14.2°C el 07 a las 15:31;-0.2°C el 07 a las 09:22;92% el 07 a las 06:36;49% el 07 a las 14:33;1033.6 hPa el 07 a las 11:31;1030.5 hPa el 07 a las 17:26;5.6 km/h el 07 a las 13:30;7.4 km/h  del 091°(E) el 07 a las 16:04
